iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec, med_err_ra, med_err_dec
1341+576,   4,  1.9, 2018.93, 2018.26, 2020.14, 205.8696669334, 0.107, +57.3630732221, 0.143, 0.336, 0.320
1341+691,   5, 23.3, 2010.70, 1995.30, 2018.57, 205.7523068836, 0.195, +68.9214323998, 0.062, 0.196, 0.178
1341-171,   5, 13.3, 2013.92, 2005.55, 2018.84, 206.0600102281, 0.047, -17.3945543013, 0.051, 0.110, 0.274
1342+662, 276, 31.1, 2013.65, 1990.36, 2021.48, 205.9414982998, 0.024, +66.0404847351, 0.008, 0.160, 0.165
1342+663, 106, 33.1, 2007.80, 1988.24, 2021.29, 206.0361650937, 0.082, +66.1032343671, 0.016, 0.197, 0.187
1343+073,   5, 13.7, 2015.10, 2005.52, 2019.20, 206.4554782119, 0.070,  +7.1086444875, 0.156, 0.117, 0.241
1343+386,   5, 12.2, 2015.08, 2007.03, 2019.20, 206.4039256967, 0.600, +38.3868073723, 2.008, 0.221, 0.464
1343+451,   5, 13.9, 2015.15, 2005.52, 2019.41, 206.3882186505, 0.056, +44.8832145757, 0.062, 0.100, 0.113
1343+537,   3,  1.9, 2019.16, 2018.27, 2020.14, 206.4389800979, 0.185, +53.5478580270, 0.057, 0.120, 0.136
1343-300,   4, 17.3, 2013.49, 2002.09, 2019.41, 206.4646666104, 0.169, -30.2512757557, 0.697, 0.379, 1.170
1343-601,   7, 14.9, 2009.99, 2003.68, 2018.62, 206.7043459582, 4.623, -60.4081545028, 0.752, 3.405, 2.399
1344+188,   5, 22.7, 2008.58, 1996.01, 2018.67, 206.8478757895, 0.061, +18.5937704618, 0.111, 0.120, 0.180
1344+793,   3,  1.7, 2019.19, 2018.44, 2020.14, 206.2321227949, 2.921, +79.1196567777, 0.324, 0.816, 0.685
1344-135,   2,  0.5, 2019.38, 2019.13, 2019.63, 206.8729382238, 0.235, -13.7785018002, 0.462, 0.325, 0.871
1344-180,   5,  3.5, 2018.90, 2016.57, 2020.06, 206.7690427440, 0.436, -18.3332546695, 0.177, 0.783, 1.406
1344-375,   4, 15.0, 2014.04, 2004.40, 2019.44, 206.9184541635, 0.138, -37.8435056239, 0.096, 0.279, 0.742
1345+061,   5, 14.8, 2014.52, 2004.35, 2019.20, 206.8810197563, 0.073,  +5.8760566368, 0.143, 0.276, 0.528
1345+125,  16, 30.3, 2005.38, 1989.36, 2019.63, 206.8890067987, 0.129, +12.2900663912, 0.418, 0.669, 0.979
1345+289,   5,  6.2, 2017.66, 2013.28, 2019.51, 207.0181212650, 0.047, +28.6737128540, 0.190, 0.258, 0.713
1345+735,   4,  1.9, 2018.95, 2018.26, 2020.14, 206.5353128536, 0.250, +73.3481378978, 0.078, 0.154, 0.141
1345-164,   6,  3.5, 2018.38, 2016.61, 2020.06, 207.1662872357, 0.169, -16.6670881734, 0.319, 0.544, 1.413
1346-109,   8,  4.7, 2018.44, 2015.06, 2019.79, 207.2633043617, 0.046, -11.1668942157, 0.157, 0.117, 0.302
1346-113,   8,  5.7, 2018.25, 2014.01, 2019.72, 207.3810135830, 0.060, -11.5482861835, 0.073, 0.132, 0.260
1346-168,   6,  5.0, 2018.38, 2015.06, 2020.06, 207.2467930897, 0.119, -17.0683495521, 0.187, 0.235, 0.738
1346-306,   4, 10.1, 2015.99, 2009.37, 2019.44, 207.3349937070, 0.266, -30.9400544284, 0.277, 0.255, 0.577
1347+099,   5, 23.8, 2013.16, 1995.54, 2019.30, 207.5922333456, 0.090,  +9.6696263737, 0.098, 0.125, 0.213
1347+539,  30, 28.2, 2001.15, 1990.11, 2018.27, 207.3944025659, 0.060, +53.6880666825, 0.038, 0.207, 0.289
1347-163,   6, 14.6, 2015.80, 2005.52, 2020.14, 207.6505998314, 0.062, -16.5804206498, 0.096, 0.135, 0.341
1347-218,   5, 20.8, 2009.20, 1997.50, 2018.33, 207.5587090453, 0.180, -22.0780771953, 0.296, 0.195, 0.402
1348+087,   5, 14.5, 2013.91, 2004.33, 2018.84, 207.8204961254, 0.082,  +8.5110842138, 0.124, 0.090, 0.191
1348+237,   5, 15.2, 2014.98, 2004.33, 2019.51, 207.6902432357, 0.054, +23.5292107777, 0.245, 0.233, 0.405
1348+308,  81, 23.3, 2014.19, 1996.37, 2019.70, 207.7197342658, 0.028, +30.5815529607, 0.022, 0.259, 0.228
1348-289,   5, 15.2, 2014.94, 2004.33, 2019.53, 207.9451618438, 0.056, -29.2049031871, 0.198, 0.188, 0.402
1349+617,   4,  4.3, 2017.69, 2015.21, 2019.53, 207.6591115620, 0.361, +61.5468103632, 0.197, 0.272, 0.301
1349-145,   9, 22.2, 2015.84, 1997.50, 2019.72, 207.9693734617, 0.054, -14.8207106762, 0.161, 0.134, 0.199
1349-275,   5, 14.0, 2015.19, 2005.55, 2019.53, 208.1168588262, 0.099, -27.7519811918, 0.160, 0.142, 0.314
1349-439,  88, 30.6, 2009.74, 1990.60, 2021.23, 208.2355622774, 0.062, -44.2112188126, 0.075, 0.602, 0.806
1350-142,   2,  0.6, 2019.44, 2019.16, 2019.72, 208.2865537216, 0.231, -14.4542502569, 0.298, 0.166, 0.418
1351+021,   5, 13.8, 2015.16, 2005.52, 2019.30, 208.4649350832, 0.072,  +1.8649692660, 0.223, 0.128, 0.307
1351-018,1463, 29.6, 2007.90, 1991.89, 2021.44, 208.5287305224, 0.007,  -2.1008862596, 0.017, 0.302, 0.767
1352+636,   3,  1.0, 2019.06, 2018.58, 2019.63, 208.4951965842, 0.551, +63.4090161484, 0.073, 0.246, 0.306
1352+757,   5, 24.8, 2013.15, 1995.30, 2020.14, 208.3465335186, 0.139, +75.5493710509, 0.077, 0.095, 0.106
1352-104, 124, 23.6, 2010.70, 1997.02, 2020.60, 208.6938278630, 0.035, -10.6840711887, 0.034, 0.454, 0.494
1352-632,   4, 15.5, 2013.38, 2003.83, 2019.35, 208.9442208654,22.679, -63.4451540651,11.665, 3.665, 2.364
1353-095,   4,  0.9, 2019.43, 2018.99, 2019.85, 208.9495623659, 0.246,  -9.7986664187, 0.486, 0.568, 0.894
1353-171,  10, 14.6, 2017.08, 2005.55, 2020.14, 209.0289708869, 0.070, -17.4088382631, 0.032, 0.178, 0.280
1353-341,   5, 17.4, 2014.41, 2002.09, 2019.44, 209.0224439995, 0.402, -34.3530163568, 0.580, 0.439, 1.083
1354+195, 151, 40.0, 1998.09, 1980.57, 2020.56, 209.2684860906, 0.037, +19.3187145313, 0.052, 0.539, 0.746
1354+247,   5,  6.2, 2016.84, 2013.28, 2019.51, 209.1682499102, 1.458, +24.5167253660, 2.752, 0.545, 1.220
1354+487,   4,  4.8, 2017.55, 2014.60, 2019.41, 209.0138561394, 0.267, +48.5271002456, 0.193, 0.414, 0.401
1354-107,   9, 14.3, 2016.77, 2005.52, 2019.85, 209.1951325960, 0.077, -11.0247853003, 0.094, 0.189, 0.356
1354-152, 291, 34.0, 2010.28, 1987.22, 2021.23, 209.2968540906, 0.013, -15.4579963761, 0.020, 0.423, 0.480
1354-174,  33, 21.0, 2005.16, 1997.02, 2018.05, 209.2753091822, 0.118, -17.7338625314, 0.135, 0.682, 0.518
1355+115,   5, 13.6, 2014.95, 2005.52, 2019.08, 209.5934154686, 0.066, +11.3258108778, 0.144, 0.125, 0.271
1355+441,   5, 17.0, 2014.53, 2002.37, 2019.41, 209.4191334242, 0.690, +43.8999359485, 0.156, 0.291, 0.207
1355-381,   2,  1.1, 2019.81, 2019.26, 2020.36, 209.5036300344, 0.101, -38.3548159544, 0.244, 0.887, 5.800
1355-416,   7, 28.8, 2010.84, 1990.60, 2019.41, 209.7507709037, 0.919, -41.8812881128, 1.267, 2.849, 4.333
1356+022,   6, 23.3, 2012.69, 1995.54, 2018.88, 209.8631222597, 0.051,  +1.9984897339, 0.055, 0.176, 0.159
1356+478,   5, 13.9, 2015.13, 2005.52, 2019.41, 209.6694436314, 0.152, +47.6328642943, 0.126, 0.122, 0.130
1357+404,   5, 23.0, 2013.32, 1996.44, 2019.41, 209.9087261174, 0.107, +40.1939584826, 0.060, 0.113, 0.132
1357+559,   4,  5.2, 2017.65, 2014.97, 2020.14, 209.7739308843, 0.105, +55.7414954958, 0.035, 0.100, 0.116
1357+769,2164, 33.7, 2003.48, 1987.59, 2021.29, 209.4807147775, 0.008, +76.7225141619, 0.002, 0.099, 0.103
1357-101,   4,  1.8, 2019.02, 2018.05, 2019.85, 210.0852475784, 1.035, -10.3947244767, 0.837, 1.044, 2.964
1357-187,   5, 14.7, 2015.20, 2005.42, 2020.14, 210.0161083155, 0.046, -18.9697459915, 0.144, 0.112, 0.231
1358+046,   4,  4.7, 2017.58, 2014.61, 2019.30, 210.2018504602, 0.071,  +4.4252445828, 0.259, 0.118, 0.243
1358+624,   5, 17.3, 2014.65, 2002.37, 2019.63, 210.1193678538, 2.085, +62.1773855791, 0.582, 0.329, 0.266
1358-090,   4,  4.9, 2017.76, 2014.97, 2019.85, 210.2722160195, 0.062,  -9.2754366393, 0.248, 0.127, 0.310
1358-298,   5, 15.1, 2014.86, 2004.33, 2019.44, 210.3955809807, 0.114, -30.0769088582, 0.243, 0.256, 0.651
1359-113,   3,  1.2, 2019.81, 2019.20, 2020.36, 210.4243557578, 0.339, -11.6069201881, 0.140, 0.655, 1.745
1359-281,   5, 21.9, 2013.61, 1997.66, 2019.53, 210.5100070020, 0.170, -28.3736512524, 0.110, 0.198, 0.413
1400+064,   5,  4.3, 2017.93, 2014.97, 2019.30, 210.8053918084, 0.151,  +6.1689879324, 0.228, 0.389, 0.768
1400+162,   4,  4.5, 2017.45, 2014.60, 2019.08, 210.6854731380, 0.049, +15.9990738113, 0.206, 0.128, 0.215
1400+588,   5, 13.2, 2015.53, 2006.96, 2020.14, 210.4404164283, 0.327, +58.5950742059, 0.127, 0.219, 0.204
1400+839,   5,  2.4, 2018.53, 2017.46, 2019.88, 209.5056159347, 3.074, +83.6727671358, 0.338, 0.775, 0.597
1400-181,   5,  3.5, 2017.99, 2016.61, 2020.14, 210.6906480709, 0.129, -18.4323406378, 0.147, 0.272, 0.519
1400-184,   7, 13.2, 2016.30, 2007.03, 2020.20, 210.7021022472, 0.053, -18.6798582258, 0.221, 0.185, 0.407
1401+000,   4,  4.8, 2017.46, 2014.97, 2019.72, 211.0505166065, 0.073,  -0.2236364554, 0.134, 0.090, 0.186
1402+044,  58, 26.2, 2001.22, 1992.73, 2018.93, 211.2546659284, 0.038,  +4.2599496702, 0.062, 0.318, 0.677
1402+077,   5, 13.8, 2015.25, 2005.52, 2019.32, 211.1374680843, 0.102,  +7.4797124836, 0.213, 0.194, 0.366
1402+660,   5, 17.3, 2014.65, 2002.37, 2019.63, 211.0219962459, 0.668, +65.8604402776, 0.141, 0.182, 0.148
1402-012,  38, 26.0, 2004.95, 1992.12, 2018.11, 211.1912310355, 0.150,  -1.5060964704, 0.101, 0.729, 0.465
1402-144,   5,  4.8, 2018.11, 2015.06, 2019.88, 211.3869473077, 0.057, -14.6717490885, 0.114, 0.114, 0.262
1403+411,   5, 15.1, 2014.91, 2004.33, 2019.44, 211.2824810487, 0.080, +40.9493975243, 0.105, 0.111, 0.156
1403-068,   6,  2.5, 2019.78, 2018.22, 2020.73, 211.5450570303, 0.090,  -7.1173084768, 0.025, 0.238, 0.129
1403-085,   5,  4.9, 2017.84, 2014.97, 2019.88, 211.5029246324, 0.143,  -8.8019115533, 0.187, 0.086, 0.198
1403-107,   3,  0.9, 2019.36, 2018.99, 2019.88, 211.5023797493, 0.024, -10.9805392484, 0.377, 0.187, 0.580
1404+347,   5, 22.9, 2013.28, 1996.37, 2019.30, 211.7243636076, 0.031, +34.5603628500, 0.050, 0.101, 0.154
1404-267,   6, 22.1, 2010.94, 1997.50, 2019.63, 211.8740095385, 0.159, -27.0178588641, 0.315, 0.155, 0.371
1404-342,   7, 11.4, 2017.04, 2008.06, 2019.51, 211.9788209228, 0.116, -34.5245179726, 0.600, 0.391, 1.020
1405-287,   5, 22.0, 2013.50, 1997.66, 2019.63, 212.2067239412, 0.150, -29.0065578927, 0.305, 0.118, 0.295
1405-298,   3,  1.3, 2020.22, 2019.52, 2020.77, 212.1241256512, 0.132, -30.0732516244, 0.926, 0.466, 1.037
1406+564,   6, 23.7, 2012.32, 1994.61, 2018.36, 212.0539426464, 0.120, +56.2256901668, 0.065, 0.160, 0.211
1406+767,   4,  5.8, 2017.63, 2014.42, 2020.20, 211.7582628005, 0.255, +76.4704240292, 0.110, 0.147, 0.204
1406+787,   6, 24.9, 2009.20, 1995.30, 2020.20, 211.6523625111, 0.448, +78.4695568862, 0.250, 0.292, 0.308
1406-076, 412, 33.4, 2015.65, 1988.04, 2021.48, 212.2353383550, 0.010,  -7.8740740478, 0.009, 0.221, 0.197
1406-230,   6, 22.1, 2010.85, 1997.50, 2019.63, 212.2999006995, 0.216, -23.2637810222, 0.308, 0.332, 0.831
1406-267, 191, 23.4, 2015.00, 1997.50, 2020.95, 212.4590407685, 0.040, -26.9602723839, 0.054, 0.925, 0.772
1407+022,   5, 15.0, 2015.02, 2004.35, 2019.32, 212.5193998427, 0.063,  +2.0519201873, 0.123, 0.083, 0.194
1407+653,   4,  2.2, 2018.72, 2017.54, 2019.72, 212.2033800631, 0.551, +65.0911216890, 0.117, 0.406, 0.393
1407+691,   5, 24.3, 2013.21, 1995.30, 2019.63, 212.0794832495, 0.592, +68.9141190466, 0.152, 0.310, 0.253
1407-188,   4,  3.6, 2017.98, 2016.61, 2020.20, 212.5820632862, 0.180, -19.0528340749, 0.132, 0.464, 0.735
1408+008,   5,  4.4, 2017.96, 2014.97, 2019.32, 212.7826400636, 0.087,  +0.6020078817, 0.176, 0.243, 0.635
1408+077,   5, 23.8, 2013.27, 1995.54, 2019.32, 212.6461473074, 0.089,  +7.5226358026, 0.107, 0.137, 0.290
1409+218,  11, 26.7, 2005.70, 1992.66, 2019.37, 212.9785925521, 0.071, +21.5731769535, 0.226, 0.204, 0.440
1409+373,   5, 13.7, 2015.12, 2005.55, 2019.30, 212.8104839251, 0.100, +37.0932288051, 0.031, 0.117, 0.170
1409+428,   2,  0.7, 2019.08, 2018.72, 2019.44, 212.9988793256, 0.737, +42.6639755072, 0.138, 0.450, 0.458
1409+595,   3,  1.9, 2019.17, 2018.33, 2020.20, 212.8415992875, 0.079, +59.2845278138, 0.212, 0.350, 0.360
1409+625,   3,  1.1, 2019.11, 2018.61, 2019.72, 212.6475745886, 0.330, +62.2798315491, 0.143, 0.209, 0.183
1409-162,   5,  1.4, 2019.18, 2018.56, 2019.95, 213.0865344025, 0.075, -16.5246885596, 0.082, 0.201, 0.153
1410+138,   5, 22.7, 2008.59, 1996.01, 2018.67, 213.1515527122, 0.048, +13.5772646424, 0.097, 0.117, 0.189
1410-279,   2,  0.8, 2019.94, 2019.52, 2020.36, 213.3120073222, 0.346, -28.2270527024, 1.368, 0.414, 1.038
1411+746,   4,  2.7, 2018.81, 2017.54, 2020.20, 212.8944078159, 0.660, +74.4082571605, 0.276, 0.730, 0.687
1412+087,   4,  8.8, 2016.40, 2010.59, 2019.38, 213.7913267802, 0.068,  +8.5348246466, 0.318, 0.151, 0.324
1412+461,   6, 22.8, 2012.40, 1996.61, 2019.44, 213.5618851310, 0.762, +45.9135362554, 0.750, 0.488, 0.781
1412-097,   6, 14.4, 2015.30, 2005.52, 2019.95, 213.8368080670, 0.059,  -9.9328696422, 0.129, 0.131, 0.320
1412-279,   4,  7.7, 2016.87, 2011.97, 2019.63, 213.7686925071, 0.084, -28.1651200101, 0.490, 0.145, 0.373
1412-368,  47, 18.3, 2011.88, 2002.09, 2020.36, 213.8584014456, 0.075, -37.0908251067, 0.124, 0.720, 0.899
1413+135, 150, 32.6, 2011.80, 1988.82, 2021.37, 213.9950729559, 0.016, +13.3399202304, 0.021, 0.301, 0.313
1413+349,   7, 22.4, 2009.93, 1996.37, 2018.76, 214.0174425368, 0.195, +34.7434518435, 0.198, 0.247, 0.340
1413+373,   5, 22.9, 2013.30, 1996.44, 2019.30, 213.8686117487, 0.115, +37.1058782821, 0.134, 0.109, 0.148
1413+487,   5,  2.7, 2018.07, 2016.71, 2019.44, 213.9033334375, 0.209, +48.5084585350, 0.429, 0.772, 1.342
1413-168,   8, 14.4, 2016.63, 2005.52, 2019.95, 214.1432071885, 0.078, -17.0960369079, 0.054, 0.142, 0.241
1413-213,   5,  1.7, 2018.90, 2018.06, 2019.72, 214.1763106971, 0.120, -21.5319536045, 0.117, 0.216, 0.151
1414+129,   5,  3.4, 2017.76, 2015.69, 2019.13, 214.1194015717, 0.196, +12.7037714799, 0.300, 0.296, 0.559
1414+652,   5,  2.3, 2018.52, 2017.46, 2019.72, 213.8896838073, 1.853, +65.0233067499, 0.234, 1.292, 0.861
1415+172,   5,  4.5, 2017.54, 2014.60, 2019.13, 214.5155775969, 0.146, +17.0568424287, 0.484, 0.448, 1.165
1415+385,   5,  4.8, 2017.79, 2014.48, 2019.30, 214.4185240883, 0.110, +38.3058728695, 0.087, 0.186, 0.238
1415+463,   5, 22.9, 2013.40, 1996.61, 2019.51, 214.2840062665, 0.369, +46.1181802846, 0.063, 0.121, 0.157
1415-349,   5, 15.2, 2014.90, 2004.35, 2019.51, 214.7454872812, 0.342, -35.1618077111, 0.111, 0.119, 0.355
1416+067,  19, 28.4, 2003.19, 1990.83, 2019.25, 214.7840839200, 0.053,  +6.4763342674, 0.078, 1.107, 1.074
1416+159,   5,  3.4, 2018.02, 2015.69, 2019.13, 214.7113385622, 0.132, +15.6850944661, 0.352, 0.339, 0.748
1416-084,   6,  1.5, 2019.83, 2018.87, 2020.39, 214.8439836625, 0.045,  -8.6422612180, 0.139, 0.165, 0.284
1416-156,   4,  1.0, 2019.58, 2019.02, 2020.05, 214.7497973410, 0.096, -15.9270343676, 0.219, 0.140, 0.354
1416-516,   6,  2.1, 2018.94, 2017.64, 2019.72, 214.8968551890, 0.162, -51.9162696124, 0.331, 0.267, 0.478
1417+172,   5,  7.6, 2016.26, 2011.49, 2019.13, 215.0870464999, 0.051, +17.0581042317, 0.117, 0.089, 0.186
1417+273,  35, 28.8, 2011.53, 1992.66, 2021.44, 214.9970711620, 0.045, +27.1070979769, 0.058, 0.208, 0.275
1417+375,   5, 15.0, 2014.88, 2004.35, 2019.32, 215.0014211782, 0.101, +37.3596277326, 0.116, 0.207, 0.247
1417+385, 764, 26.3, 2012.24, 1995.09, 2021.42, 214.9442240094, 0.006, +38.3634652810, 0.006, 0.144, 0.168
1417-064,   4,  1.1, 2019.21, 2018.72, 2019.79, 215.0748231837, 0.146,  -6.7022364635, 0.134, 0.264, 0.316
1417-192,   5, 20.6, 2009.00, 1997.50, 2018.11, 214.9572445626, 0.589, -19.4736857169, 0.483, 0.141, 0.336
1418+546,1282, 39.0, 2007.57, 1982.46, 2021.48, 214.9441558751, 0.019, +54.3874408493, 0.004, 0.157, 0.169
1418-065,   4,  4.8, 2017.66, 2015.21, 2020.05, 215.2823150025, 0.052,  -6.7323210333, 0.204, 0.163, 0.303
1418-110,   3,  0.7, 2019.81, 2019.32, 2020.06, 215.2506275144, 0.201, -11.3056676040, 0.358, 0.175, 0.487
1418-192,   5, 11.8, 2016.36, 2008.37, 2020.20, 215.4039921872, 0.105, -19.5219030978, 0.205, 0.138, 0.363
1418-198,   5,  3.1, 2018.00, 2016.57, 2019.72, 215.4308136513, 0.240, -20.0288566920, 0.257, 0.241, 0.545
1419+104,   5,  4.7, 2017.77, 2014.44, 2019.16, 215.4356588791, 0.119, +10.2325104267, 0.169, 0.244, 0.470
1419+286,   3,  1.5, 2018.85, 2018.05, 2019.53, 215.3085657072, 0.321, +28.4146623793, 0.433, 1.239, 2.062
1419+469,   5, 22.9, 2013.40, 1996.61, 2019.51, 215.3461371034, 0.162, +46.7633297736, 0.055, 0.126, 0.168
1419-229,   4,  6.2, 2017.30, 2013.56, 2019.72, 215.6546097569, 0.033, -23.1417044820, 0.111, 0.129, 0.322
1419-272,   1,  0.0, 2020.73, 2020.73, 2020.73, 215.7051129217, 0.000, -27.4657565416, 0.000, 0.759, 0.367
1420+044,   4,  3.1, 2017.84, 2016.30, 2019.38, 215.6770437454, 0.083,  +4.2442000005, 0.374, 0.308, 0.649
1420+326,  11, 26.2, 2005.37, 1992.66, 2018.87, 215.6265789851, 0.095, +32.3862333829, 0.130, 0.431, 0.493
1420-220,   5, 14.4, 2015.08, 2005.36, 2019.72, 215.9200425151, 0.064, -22.3048656674, 0.170, 0.123, 0.310
1420-679,  63, 17.3, 2014.85, 2003.64, 2020.94, 216.2314891487, 0.080, -68.1328040332, 0.045, 0.216, 0.310
1421+048,   4,  6.7, 2016.92, 2012.64, 2019.38, 216.0395871950, 0.057,  +4.5811341615, 0.621, 0.177, 0.378
1421+122,   6, 23.6, 2012.16, 1995.54, 2019.16, 215.8754171392, 1.816, +11.9975690263, 1.877, 0.560, 0.720
1421+482,   5, 22.9, 2013.44, 1996.61, 2019.51, 215.7756526851, 0.101, +48.0363459892, 0.085, 0.130, 0.158
1421+511,   5, 23.6, 2013.47, 1996.61, 2020.20, 215.8091098378, 0.132, +50.9270239606, 0.122, 0.144, 0.180
1421+754,   5,  2.8, 2018.58, 2017.41, 2020.20, 215.3125710256, 2.707, +75.2222931457, 0.471, 1.224, 1.157
1421-138,   7, 14.5, 2016.41, 2005.52, 2020.06, 216.0668131819, 0.063, -14.1174983431, 0.096, 0.134, 0.337
1422+268,   4,  2.3, 2019.23, 2018.05, 2020.36, 216.1688664939, 1.632, +26.6251278864, 0.772, 5.374, 5.015
1422+364,   5,  4.9, 2017.81, 2014.44, 2019.32, 216.2312983261, 0.231, +36.2600115488, 0.174, 0.374, 0.586
1422+473,   5, 22.9, 2013.30, 1996.61, 2019.51, 216.1544994204, 0.156, +47.0990823168, 0.144, 0.143, 0.187
1422-249,   5, 15.5, 2014.91, 2004.35, 2019.85, 216.3459890517, 0.144, -25.2186030746, 0.130, 0.224, 0.484
1423+146,  68, 25.1, 2013.96, 1996.01, 2021.11, 216.4542417335, 0.021, +14.4158060808, 0.049, 0.229, 0.336
1424+240,  63, 28.3, 2016.49, 1992.66, 2020.98, 216.7516324249, 0.032, +23.8000104168, 0.023, 0.237, 0.230
1424+366,  50, 23.4, 2011.12, 1996.44, 2019.79, 216.6545312708, 0.045, +36.4193259837, 0.031, 0.248, 0.272
1424-020,   2,  1.1, 2019.41, 2018.87, 2019.95, 216.7311838043, 0.077,  -2.2623003178, 0.045, 0.139, 0.204
1424-328,   5, 15.2, 2013.27, 2004.33, 2019.51, 216.9223380387, 0.150, -33.0920850318, 0.265, 0.215, 0.794
1424-418,2125, 33.5, 2011.21, 1988.01, 2021.48, 216.9845731936, 0.006, -42.1053993519, 0.006, 0.232, 0.284
1424-834,   3,  0.0, 2015.36, 2015.36, 2015.37, 218.3684695239, 2.201, -83.6857529745, 0.175, 0.384, 0.645
1425-156,   7,  3.5, 2018.49, 2016.57, 2020.06, 217.1187849160, 0.141, -15.8857887126, 0.269, 0.302, 0.726
1426+212,   3,  5.0, 2017.28, 2014.61, 2019.63, 217.1933862204, 0.091, +21.0602098945, 0.014, 0.125, 0.226
1426-206,   5,  3.2, 2017.95, 2016.61, 2019.85, 217.3935985629, 0.183, -20.9204442198, 0.336, 0.362, 0.901
1427+000,   4,  4.6, 2017.61, 2015.21, 2019.85, 217.6304243172, 0.205,  -0.1521157283, 0.353, 0.619, 1.020
1427+109,   5, 23.6, 2013.08, 1995.54, 2019.16, 217.5405783797, 0.092, +10.7241284775, 0.135, 0.086, 0.173
1427+543,  12, 25.0, 2006.92, 1994.61, 2019.57, 217.3411616423, 0.094, +54.1030896452, 0.043, 0.376, 0.392
1427+634,   5,  5.0, 2017.13, 2014.68, 2019.72, 217.2721124692, 0.229, +63.2679593995, 0.072, 0.153, 0.173
1428+370,  43, 16.3, 2014.39, 2004.35, 2020.67, 217.6690987004, 0.038, +36.8177468734, 0.031, 0.217, 0.240
1428+422,  17, 22.4, 2003.12, 1996.44, 2018.84, 217.5989234867, 0.063, +42.0768030965, 0.085, 0.435, 0.500
1428-149,   3,  0.7, 2018.89, 2018.56, 2019.22, 217.8672177639, 0.180, -15.1579994758, 0.179, 0.320, 0.255
1429+249,   3,  3.6, 2017.77, 2016.05, 2019.63, 217.8578528988, 0.149, +24.7057513896, 0.145, 0.195, 0.345
1429+400,   5, 22.9, 2013.21, 1996.44, 2019.32, 217.8355765424, 0.153, +39.8782024176, 0.136, 0.150, 0.178
1430-155,   6, 22.6, 2014.51, 1997.50, 2020.14, 218.3394138782, 0.102, -15.8124130764, 0.165, 0.085, 0.191
1430-178,  20, 26.0, 2011.31, 1994.12, 2020.14, 218.2403775730, 0.069, -18.0264580237, 0.118, 0.555, 1.070
1431-115,   6, 14.8, 2015.82, 2005.36, 2020.14, 218.5880660539, 0.102, -11.7720864493, 0.173, 0.123, 0.291
1432+200,  92, 28.8, 2011.48, 1992.66, 2021.48, 218.6658056775, 0.019, +19.8668710388, 0.031, 0.265, 0.423
1432+422,   5, 23.1, 2013.29, 1996.44, 2019.53, 218.5237270180, 0.077, +42.0544420928, 0.043, 0.134, 0.200
1432-102,   2,  0.8, 2019.76, 2019.38, 2020.14, 218.8099757650, 0.210, -10.5092221550, 0.236, 0.292, 0.808
1433+304,   7, 26.2, 2003.68, 1992.66, 2018.88, 218.8975090219, 0.117, +30.2068109061, 0.201, 0.480, 0.526
1433-040,   5, 15.4, 2014.97, 2004.40, 2019.85, 218.9162686066, 0.117,  -4.2486944195, 0.285, 0.352, 0.685
1434+235,   7, 22.1, 2006.26, 1996.01, 2018.11, 219.1707545693, 0.034, +23.3509054066, 0.111, 0.153, 0.346
1434-111,   2,  0.8, 2019.80, 2019.41, 2020.20, 219.4246050066, 0.142, -11.3196387465, 0.667, 0.534, 1.135
1434-185,   6,  3.6, 2018.27, 2016.57, 2020.20, 219.2365344308, 0.080, -18.7761477834, 0.146, 0.238, 0.520
1434-295,   5,  5.4, 2017.61, 2014.42, 2019.85, 219.2873720637, 0.445, -29.7885076925, 0.783, 0.630, 1.541
1435+514,   4,  5.2, 2017.69, 2014.97, 2020.20, 219.3325183304, 0.072, +51.2137135702, 0.090, 0.178, 0.188
1435+638,  32, 32.1, 2000.76, 1987.62, 2019.71, 219.1908422792, 0.088, +63.6105184132, 0.037, 0.199, 0.196
1435-218,  46, 33.3, 2010.52, 1988.04, 2021.32, 219.5394558073, 0.051, -22.0818746143, 0.066, 0.275, 0.344
1435-311,   3,  1.3, 2018.93, 2018.23, 2019.51, 219.5449405346, 0.055, -31.3745908310, 0.286, 0.173, 0.424
1436+214,   5, 14.1, 2015.17, 2005.52, 2019.63, 219.7870931842, 0.041, +21.2474501862, 0.151, 0.113, 0.216
1436+373,   5, 22.9, 2010.52, 1996.44, 2019.38, 219.7233790457, 0.082, +37.1765046316, 0.079, 0.133, 0.153
1436+445,   5, 22.9, 2013.33, 1996.61, 2019.53, 219.6187687852, 0.078, +44.3033534748, 0.197, 0.223, 0.259
1436+763,   6, 25.0, 2012.15, 1995.30, 2020.26, 218.9462445850, 2.185, +76.0905076858, 0.390, 0.673, 0.912
1437+061,   3,  8.8, 2015.86, 2010.59, 2019.38, 220.0749375763, 0.121,  +5.9428027772, 0.085, 0.309, 0.631
1437+331,   5, 19.0, 2014.04, 2000.39, 2019.38, 219.8485599156, 0.437, +32.8985623669, 0.193, 0.476, 0.488
1437+374,   5,  2.2, 2017.64, 2016.71, 2018.88, 219.8357410112, 0.112, +37.2007878306, 0.075, 0.124, 0.221
1437+624,   5, 17.5, 2014.70, 2002.37, 2019.85, 219.6865957417, 0.778, +62.1984550159, 0.327, 0.213, 0.227
